CNPJ/CPF,Incentivador,ESPORTE (Valor que pode aportar/ ano),CULTURA (valores aportados 2016),
4565289000147,"Benchimol, Irmãos & Cia Ltda","112882,91","451531,63",
84684455000163,Tigre S.A Tubos e Conexões,112750,451000,
60777901000116,Hospital Santa Paula Ltda.,112500,450000,
53400818000168,Fertigran Fertilizantes Vale do Rio Grande Ltda,112500,450000,
3186792000129,UNISÃOLUIS EDUCACIONAL LTDA,112500,450000,
33541368000116,Companhia Hidro - Elétrica do São Francisco CHESF,112500,450000,
52106911000100,Epson do Brasil Indústria e Comércio Ltda.,112500,450000,
84683481000177,CIA Latino Americana de Medicamentos ,112500,450000,
51422988000118,Açucareira Zillo Lorenzetti S A ,112500,450000,
61649810000168,Sucocitrico Cutrale Ltda,"112451,77","449807,06",
1280003000199,Aguas do Paraíba S/A,111500,446000,
17261661000173,OUTBACK STEAKHOUSE RESTAURANTES BRASIL S.A,111250,445000,
75104422000106,Gráfica e Editora Posigraf S/A,111250,445000,
1640625000180,TECON Rio Grande S.A,"110005,5",440022,
74014747000135,Agora Corretora de Títulos e Valores Mobiliários S/A.,110000,440000,
28195667000106,Banco ABC Brasil S.A.,108750,435000,
82508433000117,Companhia Catarinense de Água e Saneamento,108500,434000,
21585845000166,R A VIAGENS E TURISMO S.A. ,108000,432000,
14748851000121,INOVA GESTÃO DE SERVIÇOS URBANOS LTDA,106750,427000,
1704513000146,Sul América Seguros e Previdência S.A.,"106733,28","426933,12",
1135153000109,Trop Comércio Exterior Ltda.,"106301,9","425207,61",
25841000153,Hospital Santa Lucia - DF,106250,425000,
68900810000138,Banco Rendimento S.A.,105250,421000,
62577929000135,Companhia de Processamento de Dados do Estado de São Paulo - PRODESP,"105055,36","420221,44",
7762066000168,Serra da Mesa Transmissora de Energia S.A,"105026,54","420106,15",
92665611000177,DIMED S.A Distribuidora de Medicamentos,105000,420000,
19791896000100,Minasgas Distribuidora de Gás Combustível Ltda,104750,419000,
2328280000197,Elektro - Eletricidade e Serviços S.A.,104212,416848,
42584318000107,Credit Suisse (Brasil) S/A Corretora de Títulos e Valores Mobiliários,103875,415500,
83648477000105,Giassi & cia. Ltda,103750,415000,
75055772000120,Unimed Curitiba - Sociedade de Médicos,103500,414000,
3506307000157,Empresa Brasileira de Tecnologia e Administração de Convênios Hom Ltda,103250,413000,
12278083000164,COPART 5 PRODUÇÕES S.A.,"102422,5",409690,
2773950000346,GOIASA GOIATUBA ALCOOL LTDA,"102091,13","408364,5",
92012467000170,Grazziotin S.A,101500,406000,
11699534000174,Pottencial Seguradora S.A,101500,406000,
54995261000118,Stoller do Brasil Ltda.,101250,405000,
34028316000294,Empresa Brasileira de Correios e Telégrafos,100145,400580,
24502351000169,PIRELLI COMERCIAL DE PNEUS BRASIL LTDA.,100000,400000,
6953352000148,Top Center Empreendimentos e Participações Ltda,100000,400000,
65979973000160,Leitesol Indústria e Comércio S.A,100000,400000,
60665981000118,União Química Farmacêutica Nacional S/A,100000,400000,
8285374000102,Foxconn CMMSG Industria de Eletrônicos Ltda.,100000,400000,
8355201000113,BIOENERGETICA AROEIRA S.A.,100000,400000,
26013023000124,"CONIPA INDUSTRIA E COMERCIO DE PRESENTES, METAIS E ARTIGOS DE DECORACAO LTDA",100000,400000,
252848000108,TELECINE PROGRAMAÇÃO DE FILMES LTDA,100000,400000,
10144076000144,Mondelez Brasil Norte Nordeste Ltda.,100000,400000,
5991437000158,Sistema de Transmissão Nordeste S.A,100000,400000,
450968000110,Barbosa Mussnich e Aragão,100000,400000,
87096616000196,Unimed Porto Alegre Sociedade Cooperativa de Trabalho Médico Ltda,100000,400000,
12259649000100,INTERNATIONAL PAPER EXPORTADORA LTDA. ,100000,400000,
17262213000194,Construtora Andrade Gutierrez S/A,100000,400000,
61584223000138,Construcap CCPS Engenharia e Comércio S/A,100000,400000,
718528000109,Laboratório Sabin Análises Clínicas Ltda.,100000,400000,
3239470000109,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA ,"99976,7","399906,81",
33938119000169,Cia Distribuidora de Gás do Rio de Janeiro-CEG,99750,399000,
18786988000121,BMB Belgo Mineira Bekaert Artefatos de Arames Ltda.,"98010,75",392043,
62375134000144,Bram - Bradesco Asset Management S/A DTVM,97500,390000,
4485210000178,GAVILON DO BRASIL COMERCIO DE PRODUTOS AGRICOLAS LTDA.,97500,390000,
9425611000156,Foz de Jeceba Engenharia Ambiental S.A.,"95849,5",383398,
3071894000107,Valfilm A,95000,380000,
59274605000113,Banco General Motors S.A.,95000,380000,
14806008000154,MOMENTA FARMACEUTICA LTDA.,95000,380000,
5840319000149,Paragás Distribuidora Ltda.,95000,380000,
92863505000106,Unimed Seguradora S/A,95000,380000,
16622284000198,Metso Brasil Indústria e Comércio Ltda.,95000,380000,
16849231000104,Itambé Alimentos SA,94500,378000,
5252008000169,Rio Verde Energia S.A,94000,376000,
75904383000121,COAMO Agroindustrial Cooperativa,"93970,66","375882,64",
7130855000186,Central Energética Morrinhos S/A,"93874,5",375498,
62421979000129,Banco Cifra S/A,93750,375000,
2284062000106,Hospital Esperança Ltda.,93750,375000,
2614911000134,FERTIPAR SUDESTE ADUBOS E CORRETIVOS AGRICOLAS LTDA ,93750,375000,
17467515000107,Café Três Corações SA,93275,373100,
4557307000149,Elejor Centrais Elétricas do Rio Jordão S.A. ,92500,370000,
6016348000153,VENTOS DO SUL ENERGIA S/A ,92500,370000,
3532447000108,Itamarati Norte S/A Agropecuária,91250,365000,
11283356000104,Philco Eletrônicos Ltsa,"91121,35","364485,4",
58768284000140,Porto Seguro Vida Previdência  S/A,90960,363840,
1858774000110,BV Leasing Arrendamento Mercantil S.A.,"90492,5",361970,
4552973000194,Ibiritermo SA,"90062,5",360250,
23797376000174,BCR Comércio e Indústria SA,90000,360000,
60395589000104,Brazul Transporte de Veículos Ltda,90000,360000,
9594758000170,J Malucelli Resseguradora S/A,89975,359900,
22163297000149,CONCESSIONARIA PONTE RIO-NITEROI - ECOPONTE,89250,357000,
2429144000193,CPFL Energia S/A,89200,356800,
4426411000102,Enerpeixe S.A,89000,356000,
2329713000129,Timac Agro Brasil,88750,355000,
10919908000157,SIDERAL LINHAS AEREAS LTDA ,88500,354000,
43218296000124,Petrocoque S.A - Indústria e Comércio,"88038,9","352155,6",
6862627000138,Claudino S/A - Lojas de Departamento,87905,351620,
5044984000126,Legran Pharma Indústria Farmacêutica Ltda.,"87656,5",350626,
96662168000131,DREBES & CIA LTDA ,"87527,3","350109,2",
10663610000129,Nossa Caixa Desenvolvimento - Agência de Fomento do Estado de São Paulo S/A,87500,350000,
2017451000167,Italinea Industria de Movies Ltda ,87500,350000,
56991441000157,Avon Cosméticos Ltda,87500,350000,
59129403000188,Consórcio Nacional Ford Ltda.,87500,350000,
3635174000119,"Clube Bancorbrás - Hotéis, Lazer e Turismo ",87500,350000,
2919555000167,Obrascon Huarte Lain Brasil S/A,87500,350000,
10230480000130,Ferreira Costa Cia. Ltda,87500,350000,
82945932000171,Parati S.A,87500,350000,
34590315000158,Brasil Norte Bebidas Ltda.,87500,350000,
33958695000178,UNIPAR - União Indústrias Petroquímicas S.A.,87500,350000,
33069212000184,Merck S/A,87500,350000,
54484753000149,Vera Cruz Vida e Previdencia S/A,87097,348388,
62418140000131,Intrag Distribuidora de Títulos e Valores Mobiliários Ltda,"87037,5",348150,
5040481000182,Banco de Lage Landen Brasil S.A,87000,348000,
60494416000135,Pague Menos Comercio de Produtos Alimentícios Ltda.,86900,347600,
46124624000111,Unimed Campinas Cooperativa de Trabalho Médico,"86608,33","346433,32",
42591651000143,Arcos Dourados Comercio de Alimentos Ltda ,"85508,5",342034,
60561719000123,Akzo Nobel Ltda,85500,342000,
43426626000177,Allergan Produtos Farmacêuticos Ltda.,"85305,25",341221,
47524632000118,USINA SANTA ISABEL S/A ,85000,340000,
2531806000131,Agredit do Brasil Ltda,85000,340000,
2089969000106,LATICINIOS BELA VISTA LTDA ,85000,340000,
8397763000120,Brumado Holdings Ltda.,85000,340000,
33876145000100,Alliance One Brasil Exportadora de Tabacos Ltda.,85000,340000,
16613061000164,ITURAN SERVICOS LTDA,84750,339000,
72593791000111,Nova Quimica Farmaceutica S/A,"84405,5",337622,
4705090000681,BRASKEM PETROQUÍMICA LTDA,84400,337600,
1613433000185,São Francisco Sistema de Saúde S/E Ltda.,"83518,84","334075,36",
7037123000146,Ecourbis Ambiental SA,83250,333000,
7256507000150,Itauseg Participações S.A,82500,330000,
4368865000166,Copel Telecom S/A,82500,330000,
7040108000157,Companhia de Água e Esgoto do Estado do Ceará - CAGECE,82500,330000,
4768114000137,BBM Holding S.A,82500,330000,
42416651000107,Votorantim Metais e Zinco S.A.,82500,330000,
1027058000787,Cielo S.A,"82197,5",328790,
23647365000108,Bauminas Quimica NE Ltda,"81542,5",326170,
1356570000181,Brasil Veículos Companhia de Seguros,81008,324032,
1006864000183,"SILCAR-EMPREENDIMENTOS,COMERCI E PARTICIPACOES LTDA",81000,324000,
33438250000167,"Drogarias Pacheco SA._x000D_
","80112,5",320450,
58229246000110,HSBC Corretora de Títulos e Valores Mobiliários S/A,80000,320000,
17312083000157,H. H. Piccchioni S.A CCVM,80000,320000,
53359824000119,Blanver Farmoquimica Ltda,79675,318700,
4913711000108,Banco do Estado do Pará 3S.A.,79500,318000,
87345021000127,Lins Ferrão & CIA. Ltda,78750,315000,
65897910000164,Tauste Supermercados Ltda.,78000,312000,
3209092000102,Santander Capitalização S.A,77750,311000,
1696819000106,Agro Baggio Maquinas Agrícolas Ltda,"77571,86","310287,44",
60744463000190,Syngenta Proteção de Cultivos Ltda.,77500,310000,
52034139000150,Marilan S/A - Indústria e Comércio,77500,310000,
75717355000103,Usina de Açucar Santa Terezinha Ltda.,77500,310000,
78855830000198,Malhas Kyly,77500,310000,
42352559000120,Chevron Oronite Brasil Ltda.,"77499,87","309999,49",
79265617000199,Cesumar - Centro de Ensino Superior de Maringá,76750,307000,
901864000184,MONSOY LTDA,"76298,89","305195,57",
90055609000150,RENNER ADMINISTRADORA DE CARTOES DE CREDITO LTDA. ,76250,305000,
33931486001455,VALE FERTILIZANTES S.A. ,"76053,95","304215,79",
61192522000127,Bignardi Indústria e Comércio de Papéis e Artefatos Ltda.,75320,301280,
11547756000171,Oji Papéis Especiais Ltda.,75100,300400,
2290510000176,Milenia Agrociências SA,75000,300000,
89844294000141,Reichert Agropecuária Ltda.,75000,300000,
11173911000137,Unilever Brasil Gelados do Nordeste S/A,75000,300000,
33608308000173,Mongeral S.A Seguros e Previdência,75000,300000,
2830943000177,Unigal Ltda.,75000,300000,
33425075000173,HSBC Empresa de Capitalização (Brasil )  S/A,75000,300000,
33870163000184,Banco Alvorada S.A.,75000,300000,
61482725000158,CBC Brasil Comércio e Distribuição Ltda.,75000,300000,
27865757000102,Globo Comunicações e Participações Ltda.,75000,300000,
82901000000127,Intelbrás S/A,75000,300000,
85248987000110,J B World Entretenimentos S.A.,75000,300000,
92754738001304,Lojas Renner S.A,75000,300000,
78632767000120,Banco Ourinvest S/A,75000,300000,
71371686000175,Bonsucesso DTVM,75000,300000,
98521909000190,VINICOLA CAMPESTRE LTDA ,75000,300000,
6271464000119,Banco Bradesco BBI S.A,75000,300000,
60318797000100,Astra Zeneca do Brasil,75000,300000,
39373782000140,Cisa Trading S.A,75000,300000,
57508426000178,Coop Cooperativa de Consumo,75000,300000,
33144437000158,SCHOTT BRASIL LTDA,75000,300000,
57559387000138,Verzani e Sandrini Ltda.,"74999,99","299999,96",
73174377000130,Farmabase Saúde Animal Ltda.,"74771,25",299085,
34028316001509,Empresa Brasileira de Correios e Telégrafos (ECT) Diretoria Regional de Minas Gerais,"73223,5",292894,
41597303000110,Newland Veículos Ltda,"73012,5",292050,
1626951000133,Agroquma Produtos Ltda,72500,290000,
59350116000101,Casa Santa Luzia Importadora Ltda.,72500,290000,
1676897000130,Guascor do Brasil,72500,290000,
2709449000159,Petrobrás Transporte S. A,72500,290000,
47379565000195,"SCOPUS TECNOLOGIA LTDA. _x000D_
",72500,290000,
535681000192,Compahia Paranaense de Gás - Compagás.,72500,290000,
3505185000184,Companhia Riograndense de Valorização de Resíduos,72233,288932,
2199856000163,Sartco Ltda,72000,288000,
21256870000104,FERRO + MINERAÇÃO S/A,"70754,42","283017,69",
84948157000133,J. Malucelli Seguradora S. A.,70700,282800,
92664937000180,Sul América Seguros Santa Cruz S.A.,"70597,82","282391,28",
6964399000107,Casa Pio Calçados Ltda.,70000,280000,
62144175000120,Banco Pine S.A,70000,280000,
6220403000122,Agro Amazônia Sistemas Mecanizados Ltda.,70000,280000,
61486650000183,Diagnósticos da América S/A,"69628,25",278513,
4563672000166,Sociedade Fogas Limitada,"69428,24","277712,94",
46151130000126,ITB- Indústria de Transformadores Birigui Ltda,68750,275000,
3410477000133,TALENT COMUNICAÇÃO E PLANEJAMENTO S.A.,"68626,25",274505,
18104802000107,Terrena Agronegócios Ltda,68239,272956,
25086034000171,Cia de Energia Elétrica do Estado do Tocantins - Celtins,"67526,75",270107,
52241635000184,Democrta Calçados e Artefatos de Couro Ltda,67500,270000,
23640204000192,Mineração Curimbaba Ltda,67500,270000,
4660182000188,BAOVALE MINERACAO S/A,"67032,25",268129,
51422921000183,Usina Barra Grande de Lençois S.A,67000,268000,
1654604000203,Concessionária da Rodovia Osório Porto Alegre S/A,"66665,25",266661,
33036252000120,Deloitte Brasil Auditores Independentes Ltda,"66656,04","266624,15",
938574000105,Concessionaria  Rio- Teresópolis S/A,66650,266600,
7593758000120,SOCIEDADE EDUCACIONAL PARANA LTDA,"66431,05","265724,21",
1672223000320,CENTRAIS ELETRICAS CACHOEIRA DOURADA S/A,66250,265000,
4415928000198,Lojas Becker Ltda,66250,265000,
7081291000139,Porto Primavera Transmissora de Energia S.A,"65750,48","263001,91",
59527788000131,Ernest & Young Terço Assessoria Empresarial Ltda.,"65655,71","262622,82",
3467321000199,Centrais Elétricas Matogrossense S/A - CEMAT,65554,262216,
49333800000113,DESTILARIAS MELHORAMENTOS S/A,65000,260000,
78242849000169,Atlas Industria de Eletrodomésticos Ltda.,65000,260000,
2957104000114,Correcta Indústria e Comércio Ltda,65000,260000,
57000036000192,Schaeffler Brasil Ltda. (div. INA),65000,260000,
33174335000185,Crown Embalagens Metalicas da Amazonia S/A,65000,260000,
60642774000148,Otto Baumgart Indústria e Comércio S.A,"64883,84","259535,36",
3907799000192,Sá Carvalho S/A ,64840,259360,
1612795000151,Brasal Refrigerantes S.A,64500,258000,
10542732000167,CATXERE TRANSMISSORA DE ENERGIA S.A,"64059,35","256237,41",
13463913000196,V Biodiesel Ltda.,63750,255000,
93211084000274,Fitesa Fiberweb Nãotecidos S.A,"63017,92","252071,69",
42463174000130,Jacobina Mineração e Comércio Ltda,63000,252000,
30677132000113,Fortes Engenharia Ltda,62500,250000,
72712201000122,Serel PArticipações em Imóveis S.A.,62500,250000,
80671000100,Caramuru Alimentos Ltda,62500,250000,
2536066000126,Vital Engenharia Ambiental S.A,62500,250000,
60728029000205,Anaconda- Industrial e Agrícola de Cereais S/A,62500,250000,
76498179000110,Eletrofrio Refrigeração Ltda.,62500,250000,
1586633000196,Gemalto do Brasil Cartões e Serviços Ltda,62500,250000,
57497539000115,Bridgestone Firestone do Brasil Indústria e Comércio Ltda,62500,250000,
29504214000187,Halliburton Serviços Ltda.,62500,250000,
14309992000148,Weg Drives Controls Automação Ltda.,62500,250000,
16590234000176,Arezzo Indústria e Comércio S/A.,62500,250000,
776000101,"ITAÚ Administradora de Consórcios Ltda,",62500,250000,
60435351000157,Dow Química S.A.,62500,250000,
44990901000143,Tilibra S/A - Produtos de Papelaria,62500,250000,
7332190000193,Vicunha Têxtil S/A,62500,250000,
82638644000174,Universal Leaf Tabacos Ltda.,62500,250000,
84430149000109,Duas Rodas Industrial ltda.,62500,250000,
7755207000115,Qualicorp Corretora de Seguros Ltda,62500,250000,
10559663000102,Linha de Transmissão do Itatim S.A. (ITATIM),"62222,92","248891,68",
1582075000190,Companhia Brasileira de Seguros e Previdência,61250,245000,
3537249000129,CSN Energia S/A,"61004,05","244016,19",
15063096000104,Milplan Engenharia S/A,60000,240000,
3486563000120,Metalex Ltda,60000,240000,
54929021000115,ANDRADE ACUCAR E ALCOOL S/A,60000,240000,
62063177000194,Safra Leasing S.A. Arrendamento Mercantil,60000,240000,
3753088000100,Catho Online Ltda.,60000,240000,
5857866000137,Maria Eugênia Malagodi - Eventos,60000,240000,
10230480001960,Ferreira Costa e Cia Ltda,60000,240000,
92692979000124,Banrisul S.A Administradora e Consórcios ,60000,240000,
41025313000181,Companhia Pernambucana de Gás - COPERGAS,59250,237000,
12613484000123, POTENCIAL BIODIESEL LTDA ,59070,236280,
86046463000100,Oxford Porcelanas S.A ,58750,235000,
60853942000144,Saint Gbain Vidros S/A,58750,235000,
7688177000171,Adlim Terceirização em Serviços Especializados Ltda.,58593,234372,
6212748000134,CENTRAIS ELÉTRICAS DE PERNAMBUCO S/A - EPESA,58250,233000,
61116265000144,"CIA Luz e Força "" Santa Cruz """,58200,232800,
87235172000122,Stihl Ferramentas Motorizadas Ltda,"58119,73","232478,92",
62815949000105,Casa Tognini Materiais Hidráulicos e Sanitários Ltda.,"58100,9","232403,6",
21228861000100,Nacional de Grafite Ltda,57500,230000,
7234453000121,Toyolex Autos Ltda,57500,230000,
10885321000174,WEG Linhares Equipamentos Eletricos S.A.,57500,230000,
64179724000127,Verzani & Sandrini Segurança Patrimonial Ltda.,57500,230000,
7080388000127,Oleoquímica Indústria e Comércio de Produtos Químicos Ltda.,57500,230000,
3984987000114,Empresa Catarinense de Transmissão de Energia S. A.,57500,230000,
3341093000106,AT & T Global Network Services Brasil Ltda.,57500,230000,
14726441000180,Instituto Cultural Ingá,"57497,64","229990,56",
92874270000140,Banco A.J. Renner S.A,57000,228000,
13059145000100,BEXS BANCO DE CAMBIO S/A,"56920,63","227682,53",
78876950000171,CIA HERING,56750,227000,
61418042000131,"CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA _x000D_
_x000D_
","56537,49","226149,95",
1795309000188,Veirano Advogados Associados,56250,225000,
27819937000140,VEIRANO E ADVOGADOS ASSOCIADOS ,56250,225000,
32062580000138,Banco Credit Suisse First Boston S.A,56000,224000,
8262343000136,Club Administradora de Cartões de Crédito S.A.,"55828,63","223314,52",
